"subject" "activity" "variable" "mean.value."
1 "STANDING" "tGravityAcc-std()-Z" -0.978222123076923
1 "STANDING" "tBodyAccJerk-std()-X" -0.994625416923077
1 "STANDING" "tBodyAccJerk-std()-Y" -0.985596592884615
1 "STANDING" "tBodyAccJerk-std()-Z" -0.992225719807692
1 "STANDING" "tBodyGyro-std()-X" -0.987228132692308
1 "STANDING" "tBodyGyro-std()-Y" -0.987948113076923
1 "STANDING" "tBodyGyro-std()-Z" -0.980423325961538
1 "STANDING" "tBodyGyroJerk-std()-X" -0.992961153846154
1 "STANDING" "tBodyGyroJerk-std()-Y" -0.995188275961538
1 "STANDING" "tBodyGyroJerk-std()-Z" -0.99210949
1 "STANDING" "tBodyAccMag-std()" -0.982546610192308
1 "STANDING" "tGravityAccMag-std()" -0.982546610192308
1 "STANDING" "tBodyAccJerkMag-std()" -0.993072359423077
1 "STANDING" "tBodyGyroMag-std()" -0.978966083461538
1 "STANDING" "tBodyGyroJerkMag-std()" -0.994797962307692
1 "STANDING" "fBodyAcc-std()-X" -0.996040010384615
1 "STANDING" "fBodyAcc-std()-Y" -0.972084643076923
1 "STANDING" "fBodyAcc-std()-Z" -0.979317495769231
1 "STANDING" "fBodyAccJerk-std()-X" -0.995059395384615
1 "STANDING" "fBodyAccJerk-std()-Y" -0.986942879038462
1 "STANDING" "fBodyAccJerk-std()-Z" -0.992259397884615
1 "STANDING" "fBodyGyro-std()-X" -0.987544522692308
1 "STANDING" "fBodyGyro-std()-Y" -0.987361990384615
1 "STANDING" "fBodyGyro-std()-Z" -0.98212053
1 "STANDING" "fBodyAccMag-std()" -0.982817263076923
1 "STANDING" "fBodyBodyAccJerkMag-std()" -0.992512562115385
1 "STANDING" "fBodyBodyGyroMag-std()" -0.978796007307692
1 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.994747539807692
1 "WALKING" "tBodyAcc-mean()-X" 0.277330758736842
1 "WALKING" "tBodyAcc-mean()-Y" -0.0173838185273684
1 "WALKING" "tBodyAcc-mean()-Z" -0.111148103547368
1 "WALKING" "tGravityAcc-mean()-X" 0.935223201473684
1 "WALKING" "tGravityAcc-mean()-Y" -0.282165021263158
1 "WALKING" "tGravityAcc-mean()-Z" -0.068102864
1 "WALKING" "tBodyAccJerk-mean()-X" 0.0740416333157895
1 "WALKING" "tBodyAccJerk-mean()-Y" 0.0282721095884211
1 "WALKING" "tBodyAccJerk-mean()-Z" -0.00416840617789474
1 "WALKING" "tBodyGyro-mean()-X" -0.041830963526
1 "WALKING" "tBodyGyro-mean()-Y" -0.0695300462115789
1 "WALKING" "tBodyGyro-mean()-Z" 0.0849448173042105
1 "WALKING" "tBodyGyroJerk-mean()-X" -0.0899975423705263
1 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0398428709463158
1 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0461309295021053
1 "WALKING" "tBodyAccMag-mean()" -0.136971176556842
1 "WALKING" "tGravityAccMag-mean()" -0.136971176556842
1 "WALKING" "tBodyAccJerkMag-mean()" -0.141428809031579
1 "WALKING" "tBodyGyroMag-mean()" -0.160979552536842
1 "WALKING" "tBodyGyroJerkMag-mean()" -0.298703679084211
1 "WALKING" "fBodyAcc-mean()-X" -0.202794306326316
1 "WALKING" "fBodyAcc-mean()-Y" 0.0897127264021053
1 "WALKING" "fBodyAcc-mean()-Z" -0.331560117789474
1 "WALKING" "fBodyAcc-meanFreq()-X" -0.207548374494737
1 "WALKING" "fBodyAcc-meanFreq()-Y" 0.113093646103158
1 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0497265196172632
1 "WALKING" "fBodyAccJerk-mean()-X" -0.170546964549579
1 "WALKING" "fBodyAccJerk-mean()-Y" -0.0352255241130632
1 "WALKING" "fBodyAccJerk-mean()-Z" -0.468999224631579
1 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.209261973376842
1 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.386237143210526
1 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.185530281244211
1 "WALKING" "fBodyGyro-mean()-X" -0.339032197115789
1 "WALKING" "fBodyGyro-mean()-Y" -0.103059416434737
1 "WALKING" "fBodyGyro-mean()-Z" -0.255940940315789
1 "WALKING" "fBodyGyro-meanFreq()-X" 0.0147844986621053
1 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0657746190010526
1 "WALKING" "fBodyGyro-meanFreq()-Z" 0.00077332156431579
1 "WALKING" "fBodyAccMag-mean()" -0.128623450629474
1 "WALKING" "fBodyAccMag-meanFreq()" 0.1906437244
1 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.0571194000343158
1 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0938221807027368
1 "WALKING" "fBodyBodyGyroMag-mean()" -0.199252568986316
1 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.268844367525895
1 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.319308593778947
1 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.190663448793684
1 "WALKING" "tBodyAcc-std()-X" -0.283740258842105
1 "WALKING" "tBodyAcc-std()-Y" 0.114461336747368
1 "WALKING" "tBodyAcc-std()-Z" -0.260027902210526
1 "WALKING" "tGravityAcc-std()-X" -0.976609642526316
1 "WALKING" "tGravityAcc-std()-Y" -0.971305961473684
1 "WALKING" "tGravityAcc-std()-Z" -0.947717226105263
1 "WALKING" "tBodyAccJerk-std()-X" -0.113615602435789
1 "WALKING" "tBodyAccJerk-std()-Y" 0.0670025007684211
1 "WALKING" "tBodyAccJerk-std()-Z" -0.502699788526316
1 "WALKING" "tBodyGyro-std()-X" -0.473535485894737
1 "WALKING" "tBodyGyro-std()-Y" -0.0546077686594737
1 "WALKING" "tBodyGyro-std()-Z" -0.344266629473684
1 "WALKING" "tBodyGyroJerk-std()-X" -0.207421854757895
1 "WALKING" "tBodyGyroJerk-std()-Y" -0.304468510631579
1 "WALKING" "tBodyGyroJerk-std()-Z" -0.404255452631579
1 "WALKING" "tBodyAccMag-std()" -0.219688645631579
1 "WALKING" "tGravityAccMag-std()" -0.219688645631579
1 "WALKING" "tBodyAccJerkMag-std()" -0.0744717500625263
1 "WALKING" "tBodyGyroMag-std()" -0.186978364526316
1 "WALKING" "tBodyGyroJerkMag-std()" -0.325324878894737
1 "WALKING" "fBodyAcc-std()-X" -0.319134719578947
1 "WALKING" "fBodyAcc-std()-Y" 0.056040006846
1 "WALKING" "fBodyAcc-std()-Z" -0.279686751494737
1 "WALKING" "fBodyAccJerk-std()-X" -0.133586606326316
1 "WALKING" "fBodyAccJerk-std()-Y" 0.106739857136
1 "WALKING" "fBodyAccJerk-std()-Z" -0.534713440421053
1 "WALKING" "fBodyGyro-std()-X" -0.516691938736842
1 "WALKING" "fBodyGyro-std()-Y" -0.0335081597884211
1 "WALKING" "fBodyGyro-std()-Z" -0.436562227473684
1 "WALKING" "fBodyAccMag-std()" -0.398032586842105
1 "WALKING" "fBodyBodyAccJerkMag-std()" -0.103492403002105
1 "WALKING" "fBodyBodyGyroMag-std()" -0.321017953894737
1 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.381601911789474
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.289188320408163
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00991850461020408
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.107566190908163
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931874418979592
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.266610338979592
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0621199585938775
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0541553164897959
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0296504490408163
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0109719730183673
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0350781902989796
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0909371290204082
1 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0900850142030612
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0739592036271429
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0439902783367347
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0270461061061224
1 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.0271882914106122
1 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.0271882914106122
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.0894474807979592
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.0757412543673469
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.295463843346939
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0382291831510204
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.00154990783591837
1 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.225574471693878
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.307395198687755
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0632200839346939
1 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.294322700810612
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0276638676122449
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.12866715764898
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.288334735714286
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.253164344918367
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.33758970122449
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" 0.00937223889183673
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.352449631363265
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.0557022524693878
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.0318694271979592
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.100453729040816
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" 0.0825511487183673
1 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.0756762067714286
1 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.0965845343040816
1 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.119187142767959
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.0262184949326531
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0764915474326531
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.185720285744898
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.349613895469388
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.281963359177551
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.190000706165102
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0300353383483878
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.0319359434489796
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.230434213204082
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.950559811632653
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.937018658979592
1 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.895939695102041
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.012283860544898
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.101601390640816
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.345735032326531
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.458030542938775
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.126349194938775
1 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.124702454242857
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.487027342244898
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.238824827530612
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.268761480242857
1 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.0257877197081633
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.225724368061224
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.306510645530612
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.0243308391387755
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.112963739953061
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.297927894693878
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.0863278966402041
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.134580008877551
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.401721464285714
1 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.495422486102041
1 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.181414728657143
